artist_name,genre,num_songs,avg_popularity
Fortunate Ones,Folk,2,47.5
Fortunate Youth,Reggae,50,30.44
Foster The People,Children's Music,29,59.06896551724138
Foster The People,Indie,34,57.88235294117647
Foster The People,Pop,9,68.66666666666667
Foster The People,Rock,24,61.125
Fou Ts'ong,Classical,1,31.0
Fountain Of Praise,World,1,28.0
Fountains Of Wayne,Alternative,3,53.666666666666664
Fountains Of Wayne,Children's Music,2,64.0
Fountains Of Wayne,Pop,1,75.0
Fountains Of Wayne,Rock,1,75.0
Four Mints,Soul,1,56.0
Four Tet,Alternative,7,54.285714285714285
Four Tet,Children's Music,5,58.4
Four Tet,Dance,8,55.875
Four Tet,Electronic,43,39.23255813953488
Four Tet,Jazz,15,50.6
Four Tops,Folk,9,53.44444444444444
Four Tops,Pop,1,66.0
Four Tops,Rock,1,66.0
Four Tops,Soul,18,49.666666666666664
Four Year Strong,Alternative,5,46.2
Four Year Strong,Children's Music,3,51.333333333333336
Four80East,Jazz,1,39.0
Fourplay,Jazz,18,34.166666666666664
Fox Academy,Indie,1,45.0
Foxes,Dance,1,45.0
Foxes,Indie,1,46.0
Foxing,Alternative,6,43.5
Foxing,Children's Music,4,49.5
Foxing,Indie,6,48.333333333333336
Foxing,Rock,1,53.0
Foxwarren,Folk,5,46.4
Foxwarren,Indie,2,51.0
Foxy Brown,Hip-Hop,2,58.0
Foxy Brown,R&B,3,55.0
Foxy Brown,Rap,2,58.0
Foxygen,Alternative,2,57.5
Foxygen,Children's Music,2,62.0
Foxygen,Folk,9,51.77777777777778
Foxygen,Indie,5,56.4
Foxygen,Pop,1,64.0
Foxygen,Rock,3,59.666666666666664
Foy Vance,Folk,6,45.833333333333336
Foy Vance,Indie,2,50.0
Fozzy,Alternative,3,52.0
Fozzy,Children's Music,3,56.333333333333336
Fractures,Folk,2,45.0
Fractures,Indie,1,49.0
Fractures,Soul,1,41.0
Frakkur,Electronic,1,32.0
Framing Hanley,Alternative,4,51.0
Framing Hanley,Children's Music,3,61.0
Framing Hanley,Pop,2,64.0
Framing Hanley,Rock,2,64.0
Fran C,Reggae,5,39.6
Fran Hevia,Comedy,6,25.666666666666668
Franc Moody,Alternative,6,51.166666666666664
Franc Moody,Children's Music,3,58.666666666666664
Franc Moody,Dance,3,58.666666666666664
Frances,Folk,7,48.285714285714285
Frances,Indie,1,52.0
Frances Cone,Folk,3,45.666666666666664
Francesca Battistelli,Alternative,10,49.2
Francesca Battistelli,Children's Music,13,53.07692307692308
Francesca Battistelli,Rock,6,58.666666666666664
Francesco Araia,Opera,2,15.0
Francesco Barsanti,Opera,3,9.666666666666666
Francesco Cavalli,Opera,49,13.551020408163266
Francesco Cilea,Opera,27,10.74074074074074
Francesco De Masi,Soundtrack,2,29.0
Francesco Feo,Opera,1,23.0
Francesco Nicola Fago,Opera,12,25.75
Francis Bebey,World,10,34.8
Francis Lai,Electronic,4,38.75
Francis Lai,Soundtrack,6,37.333333333333336
Francis Lalanne,Movie,26,7.538461538461538
Francis Poulenc,Classical,33,8.909090909090908
Francis and the Lights,Alternative,8,48.25
Francis and the Lights,Children's Music,6,53.0
Francis and the Lights,R&B,8,50.0
"Franco ""El Gorilla""",Reggae,51,37.64705882352941
Franco Corelli,Opera,7,13.285714285714286
Franco De Vita,Pop,2,71.0
Franco De Vita,Rock,2,71.0
Franco Escamilla,Comedy,54,34.092592592592595
Francois Le Roux,Movie,12,0.0
Francois-Joseph Gossec,Classical,1,39.0
Frank Black,Alternative,1,36.0
Frank Bridge,Classical,2,39.5
Frank Caliendo,Comedy,39,12.717948717948717
Frank Carter & The Rattlesnakes,Alternative,1,56.0
Frank Carter & The Rattlesnakes,Children's Music,1,58.0
Frank Carter & The Rattlesnakes,Rock,1,58.0
Frank Churchill,Movie,64,9.125
Frank Iero And The Patience,Indie,1,48.0
Frank Mccomb,Soul,1,31.0
Frank Ocean,Alternative,35,61.48571428571429
Frank Ocean,Children's Music,35,65.62857142857143
Frank Ocean,Hip-Hop,38,65.78947368421052
Frank Ocean,Pop,24,67.66666666666667
Frank Ocean,R&B,35,66.02857142857142
Frank Ocean,Rap,23,66.26086956521739
Frank Ocean,Soul,39,65.87179487179488
Frank Reyes,Pop,1,64.0
Frank Stokes,Blues,1,38.0
Frank Ticheli,Classical,8,29.75
Frank Turner,Folk,13,46.61538461538461
Frank Wilson,Soul,1,51.0
Frank Zappa,Jazz,13,48.23076923076923
Frankie Ballard,Country,15,46.93333333333333
Frankie Ballard,Rock,6,58.5
Frankie Boyle,Comedy,25,27.2
Frankie Cosmos,Folk,7,53.857142857142854
Frankie Cosmos,Indie,6,55.333333333333336
Frankie Cosmos,Pop,3,59.0
Frankie Cosmos,Rock,4,58.0
Frankie Goes To Hollywood,Dance,1,61.0
Frankie Goes To Hollywood,Pop,1,61.0
Frankie Goes To Hollywood,Rock,1,61.0
Frankie J,Dance,3,51.666666666666664
Frankie J,R&B,3,52.0
Frankie J,Rap,1,57.0
Frankie Lymon,Blues,3,38.666666666666664
Frankie Lymon & The Teenagers,Blues,3,34.0
Frankie Paul,Reggae,7,27.142857142857142
Frankie Ruiz,Jazz,24,39.291666666666664
Frankie Valli,Folk,5,45.2
Frankie Valli,Pop,2,63.0
Frankie Valli,Rock,2,63.0
Frankie Valli & The Four Seasons,Folk,8,51.125
Frankie Valli & The Four Seasons,Pop,1,60.0
Frankie Valli & The Four Seasons,Rock,3,58.333333333333336
Frankie Valli & The Four Seasons,Soul,13,47.76923076923077
Franklin Embry,Country,1,48.0
Franklin Embry,Rap,1,49.0
Frans Bak,Soundtrack,1,32.0
Franz Berwald,Classical,3,32.333333333333336
Franz Danzi,Classical,1,30.0
Franz Ferdinand,Alternative,4,59.25
Franz Ferdinand,Children's Music,3,63.666666666666664
Franz Ferdinand,Dance,4,62.25
Franz Ferdinand,Indie,3,64.33333333333333
Franz Ferdinand,Rock,3,64.33333333333333
Franz Joseph Haydn,Classical,64,33.171875
Franz Lehár,Opera,52,11.615384615384615
Franz Liszt,Classical,98,31.846938775510203
Franz Schreker,Opera,1,10.0
Franz Schubert,Classical,105,32.67619047619048
Franz Waxman,Soundtrack,1,27.0
Franz Xaver Richter,Classical,1,29.0
Franz von Suppé,Classical,2,30.0
François Couperin,Classical,6,36.333333333333336
François de Roubaix,Electronic,2,38.0
François de Roubaix,Soundtrack,1,47.0
Freak Kitchen,Classical,2,35.5
Freak Nasty,Hip-Hop,1,47.0
Fred Astaire,Jazz,4,40.75
Fred Eaglesmith,Country,1,43.0
Fred Eaglesmith,Folk,1,44.0
Fred Hersch,Jazz,1,39.0
Fred Hersch Trio,Jazz,1,66.0
Fred Locks,Reggae,1,35.0
Fred Neil,Folk,1,45.0
Fred Penner,Children's Music,17,10.411764705882353
Fred Raymond,Opera,1,6.0
Freda Payne,Soul,2,42.0
Freddie Dredd,Hip-Hop,1,51.0
Freddie Fox,Jazz,1,36.0
Freddie Gibbs,Alternative,37,51.45945945945946
Freddie Gibbs,Children's Music,8,52.625
Freddie Gibbs,Hip-Hop,14,51.92857142857143
Freddie Gibbs,Rap,5,55.4
Freddie Hubbard,Jazz,13,38.76923076923077
Freddie Hubbard,Soul,2,53.5
Freddie Jackson,R&B,5,48.6
Freddie Jackson,Soul,7,45.42857142857143
Freddie Joachim,Jazz,14,39.0
Freddie King,Blues,23,32.43478260869565
Freddie McGregor,Reggae,17,32.0
Freddie Mercury,Rock,11,52.36363636363637
Freddie Scott,Soul,1,44.0
Freddy Cannon,Blues,1,34.0
Freddy Fender,Country,2,48.0
Frederic Botton,Soundtrack,2,33.5
Frederic Rzewski,Classical,3,35.0
Frederica von Stade,Opera,1,14.0
Frederick Delius,Classical,37,33.21621621621622
Frederik Wiedmann,Soundtrack,6,26.0
Fredrik Kronkvist,Jazz,1,58.0
Fredrika Stahl,Jazz,2,35.0
Free,Blues,8,39.375
Free,Folk,1,70.0
Free,Rock,1,70.0
Free Nationals,Children's Music,1,67.0
Free Nationals,Indie,1,67.0
Free Nationals,R&B,1,67.0
Free The Robots,Jazz,2,37.5
Free Throw,Alternative,4,42.5
Free Throw,Children's Music,4,47.75
Free n Losh,Soul,2,41.5
Freedom Call,Classical,7,44.42857142857143
Freedom Dub,Jazz,1,49.0
Freedom Fry,Indie,3,58.666666666666664
Freedom Fry,Rock,3,58.666666666666664
Freedom Hawk,Blues,1,31.0
Freestylers,Electronic,2,40.0
Freeway,Children's Music,1,54.0
Freeway,Hip-Hop,1,54.0
Freeway,Rap,1,54.0
French For Rabbits,Indie,2,49.0
French Horn Rebellion,Children's Music,1,48.0
French Horn Rebellion,Dance,1,48.0
French Horn Rebellion,Indie,1,48.0
French Horn Rebellion,Soul,1,48.0
French Kicks,Indie,2,47.0
French Montana,Hip-Hop,20,59.65
French Montana,Pop,5,73.6
French Montana,Rap,13,64.07692307692308
Freya Ridings,Folk,7,48.57142857142857
Freya Ridings,Indie,7,48.57142857142857
Freya Ridings,Pop,1,74.0
Friday Night Plans,R&B,1,49.0
Friday Pilots Club,Children's Music,1,44.0
Friedrich Gulda,Classical,3,35.333333333333336
Friedrich von Flotow,Opera,17,13.058823529411764
Friendly Fires,Children's Music,1,54.0
Friendly Fires,Dance,3,55.333333333333336
Friendly Fires,Indie,2,55.5
Frightened Rabbit,Folk,9,42.111111111111114
Frightened Rabbit,Indie,4,44.75
Frijid Pink,Blues,1,21.0
Frills,Indie,1,50.0
Frills,Soul,4,42.75
Fritz Kreisler,Classical,11,35.27272727272727
From Ashes to New,Alternative,19,47.473684210526315
From Ashes to New,Children's Music,16,52.9375
From Indian Lakes,Children's Music,2,43.0
Fromental Halévy,Opera,1,14.0
Front 242,Electronic,3,32.333333333333336
Frostydasnowmann,Rap,2,52.0
Frou Frou,Folk,2,49.0
Fruit Bats,Folk,9,49.44444444444444
Fruit Bats,Indie,4,56.75
Fruit Bats,Pop,3,59.666666666666664
Fruit Bats,Rock,3,59.666666666666664
Fruko Y Sus Tesos,Jazz,3,43.0
Frvrfriday,Hip-Hop,1,51.0
Frvrfriday,Soul,5,45.6
Frédéric Chopin,Classical,436,34.846330275229356
Fuego,Hip-Hop,3,70.0
Fuego,Rap,2,70.0
Fuego,Reggae,61,37.967213114754095
Fuel,Alternative,5,48.8
Fuel,Children's Music,5,54.0
Fuel,Pop,1,65.0
Fuel,Rap,2,63.0
Fuel,Rock,2,63.0
Fugazi,Alternative,3,51.0
Fugazi,Children's Music,2,56.5
Fugazi,Indie,2,56.5
Fugazi,Rock,2,56.5
Fugees,Hip-Hop,7,58.857142857142854
Fugees,Pop,2,67.0
Fugees,Rap,6,60.5
Fujifabric,Anime,3,22.666666666666668
Fukkit,Hip-Hop,2,55.0
Fulvio Caldini,Classical,1,29.0
Fun Boy Three,Ska,8,34.375
Fun Lovin' Criminals,Electronic,9,40.22222222222222
Funkadelic,Jazz,14,43.142857142857146
Funkadelic,Rock,1,61.0
Funkadelic,Soul,9,47.22222222222222
Funkee Boy,Jazz,1,32.0
Funki Porcini,Electronic,1,39.0
Funki Porcini,Jazz,1,39.0
Funkmaster Flex,Hip-Hop,1,48.0
Funky DL,Jazz,9,40.666666666666664
Funky DL,Rap,1,60.0
Furry Lewis,Blues,1,30.0
Fuse ODG,Dance,1,50.0
Future,Hip-Hop,136,59.595588235294116
Future,Pop,66,66.96969696969697
Future,Rap,115,61.43478260869565
Future Generations,Indie,2,52.0
Future Islands,Alternative,8,51.625
Future Islands,Children's Music,8,56.0
Future Islands,Dance,8,56.0
Future Islands,Indie,10,54.6
Future Islands,Rock,4,58.5
Future Leaders of the World,Alternative,1,43.0
Futurebirds,Alternative,1,46.0
Futurebirds,Children's Music,1,50.0
Futurebirds,Country,2,45.5
Futurebirds,Indie,1,51.0
Futuristic,Hip-Hop,10,55.4
Futuristic,Indie,16,52.9375
Futuristic,Pop,4,60.5
Futuristic,Rap,11,55.18181818181818
Fyahbwoy,Reggae,2,41.0
Fyfe,R&B,1,47.0
Fyfe,Soul,1,47.0
Féodor Atkine,Movie,1,31.0
G Flip,Alternative,3,44.666666666666664
G Flip,Children's Music,3,50.333333333333336
G Flip,Indie,3,51.0
G Herbo,Hip-Hop,32,54.90625
G Herbo,Rap,33,54.75757575757576
G Jones,Electronic,25,32.28
G Mills,Jazz,1,43.0
G-Eazy,Hip-Hop,70,60.885714285714286
G-Eazy,Indie,77,59.84415584415584
G-Eazy,Pop,46,64.54347826086956
G-Eazy,Rap,74,60.28378378378378
G-Rex,Electronic,8,28.25
G-Unit,Hip-Hop,6,57.833333333333336
G-Unit,Rap,5,59.0
G. Love & Special Sauce,Reggae,58,29.620689655172413
G.Q.,Soul,1,47.0
G.R.L.,Pop,1,69.0
G.Soul,R&B,2,48.5
GALNERYUS,Classical,7,40.42857142857143
GANZ,Electronic,9,31.0
GARNiDELiA,Anime,47,26.04255319148936
GAS,Electronic,2,37.0
GAS,World,5,35.8
GASHI,Pop,4,71.0
GASHI,Rap,12,63.083333333333336
GASHI,Soul,24,53.958333333333336
GATTÜSO,Pop,1,67.0
GAWVI,Hip-Hop,9,52.0
GAWVI,Pop,1,62.0
GAWVI,Rap,2,58.5
GEMS,Soul,1,42.0
GFRIEND,Pop,1,67.0
GLAY,Anime,15,37.0
GNAR,Hip-Hop,6,54.5
GOLDHOUSE,Indie,1,56.0
GOT7,Pop,6,65.0
GRAACE,Alternative,3,52.333333333333336
GRAACE,Children's Music,2,58.5
GRAACE,Pop,1,61.0
GRITS.,Indie,1,51.0
GReeeeN,Anime,40,30.075
GSPD,Electronic,3,33.0
GTA,Electronic,46,36.26086956521739
GZA,Alternative,5,52.4
GZA,Children's Music,5,56.4
GZA,Hip-Hop,6,55.5
GZA,Pop,1,66.0
GZA,Rap,3,60.0
Gaab,R&B,1,69.0
Gabbie Hanna,Pop,6,60.5
Gabby Barrett,Country,3,46.666666666666664
Gabby Barrett,Pop,1,62.0
Gabe Bondoc,Indie,2,52.0
Gabe Bondoc,R&B,5,48.6
Gabin,Jazz,2,42.0
Gabriel Elias,Reggae,5,60.6
Gabriel Fauré,Classical,56,37.857142857142854
Gabriel Garzón-Montano,Alternative,3,42.666666666666664
Gabriel Garzón-Montano,Children's Music,1,50.0
Gabriel Garzón-Montano,Indie,2,50.0
Gabriel Garzón-Montano,Jazz,11,42.45454545454545
Gabriel Garzón-Montano,R&B,8,44.125
Gabriel Guedes de Almeida,World,5,50.2
Gabriel Iglesias,Comedy,53,36.113207547169814
Gabriel Jackson,Classical,2,20.0
Gabriel Kahane,Classical,15,31.8
Gabriel Parisi,Reggae,1,22.0
Gabriel Yared,Soundtrack,24,35.666666666666664
Gabriela Penka,Ska,1,11.0
Gabrielle,Soul,2,50.5
Gabrielle Aplin,Folk,15,50.06666666666667
Gabrielle Aplin,Indie,9,51.111111111111114
Gabrielle Aplin,Pop,1,62.0
Gabrielle Shonk,Folk,1,48.0
Gaby Noya,Reggae,2,28.0
Gadiel,Hip-Hop,1,72.0
Gadiel,Reggae,18,41.22222222222222
Gaelic Storm,Folk,4,42.0
Gaetano Donizetti,Opera,377,10.005305039787798
Gaetano Maria Schiassi,Opera,1,22.0
Gail Jhonson,Jazz,4,35.0
Galactic,Blues,24,29.25
"Galante ""El Emperador""",Reggae,38,26.289473684210527
Galantis,Dance,26,59.69230769230769
Galantis,Pop,11,68.18181818181819
Galaxie 500,Children's Music,2,56.0
Galaxie 500,Folk,5,53.2
Galaxie 500,Indie,2,56.5
Galaxie 500,Rock,2,56.5
Galina Grigorjeva,Classical,1,33.0
Gallant,Alternative,12,47.333333333333336
Gallant,Children's Music,9,51.77777777777778
Gallant,Indie,6,53.5
Gallant,R&B,23,46.26086956521739
Gamma Ray,Classical,1,33.0
Gammer,Electronic,13,38.0
Gang Chen,Classical,1,25.0
Gang Gang Dance,Folk,1,49.0
Gang Of Four,Dance,2,53.5
Gang Of Four,Rock,1,58.0
Gang Starr,Alternative,7,56.0
Gang Starr,Children's Music,7,59.0
Gang Starr,Hip-Hop,8,58.25
Gang Starr,Rap,7,59.42857142857143
Gang of Youths,Indie,4,59.0
Ganga Giri,World,1,32.0
Gangly,Electronic,2,28.0
Gangsta Pat,Hip-Hop,1,49.0
Gangster,Reggae,2,30.0
Ganja,Reggae,2,47.5
Ganja White Night,Electronic,45,30.57777777777778
Gao Yuqian; Liu Changyu; Qian Haoliang,Opera,1,4.0
Gappy Ranks,Reggae,6,26.833333333333332
Garbage,Alternative,5,47.6
Garbage,Children's Music,4,52.0
Garbage,Dance,4,52.0
Garbage,Rock,4,52.5
Garmarna,Folk,1,50.0
Garnet Mimms & The Enchanters,Blues,2,29.0
Garnet Silk,Reggae,3,29.333333333333332
Garnett Silk,Reggae,12,33.083333333333336
Garrett Hedlund,Country,4,43.75
Garrett Kato,Folk,2,51.5
Garrickson,Soul,2,45.5
Garry Sandhu,Hip-Hop,1,56.0
Garth Brooks,Country,1,50.0
Gary Allan,Country,43,41.674418604651166
Gary Allan,Rock,5,57.0
Gary Bartz,Jazz,1,38.0
Gary Burton,Jazz,3,43.666666666666664
Gary Burton & Stephane Grappelli,Jazz,1,39.0
Gary Clark Jr.,Blues,79,36.55696202531646
Gary Clark Jr.,Rock,19,55.578947368421055
Gary Clark Jr.,Soul,28,48.32142857142857
Gary Gulman,Comedy,77,21.506493506493506
Gary Hoey,Blues,4,26.75
Gary Hoey,Classical,5,31.8
Gary Lewis & The Playboys,Folk,1,47.0
Gary Moore,Blues,12,40.666666666666664
Gary Numan,Dance,1,64.0
Gary Numan,Electronic,11,39.63636363636363
Gary Numan,Rock,1,64.0
Gary Powell,Movie,3,16.333333333333332
Gary Puckett & The Union Gap,Folk,2,55.0
Gary Puckett & The Union Gap,Rock,1,61.0
Gary Smith,Jazz,1,52.0
Gary Stewart,Country,4,40.0
Gary U.S. Bonds,Blues,5,28.4
Gary Wright,Folk,1,57.0
Gary Wright,Rock,1,57.0
Gateway Worship,World,64,31.515625
Gato Barbieri,Jazz,1,33.0
Gato Barbieri,Soundtrack,2,31.0
Gaudi,World,1,28.0
Gaullin,Electronic,20,47.9
Gavin Bryars,Classical,1,33.0
Gavin Bryars,World,1,34.0
Gavin DeGraw,Pop,6,63.333333333333336
Gavin DeGraw,Rock,7,62.0
Gavin Greenaway,Soundtrack,2,31.0
Gavin James,Pop,3,58.666666666666664
Gavin Mikhail,Indie,3,60.666666666666664
Gavin Mikhail,Pop,1,69.0
Gavin Mikhail,Rock,1,69.0
Gavin Turek,R&B,4,43.25
Gaviria,Reggae,4,30.5
Geeshie Wiley,Blues,1,28.0
Geirr Tveitt,Classical,2,30.5
Geju,Electronic,4,40.75
Geko,Hip-Hop,1,69.0
Gemaine,R&B,2,46.0
Geminiano Giacomelli,Opera,3,8.666666666666666
Gene Ammons,Jazz,4,41.0
Gene Ammons,Soul,2,51.0
Gene Austin,Jazz,1,33.0
Gene Chandler,Blues,3,38.333333333333336
Gene Chandler,Soul,3,41.333333333333336
Gene Clark,Folk,1,44.0
Gene Harris & The Three Sounds,Jazz,1,41.0
Gene Pitney,Folk,1,51.0
Gene Watson,Country,3,42.333333333333336
General Degree,Reggae,3,34.666666666666664
General Levy,Reggae,1,39.0
General Public,Dance,1,49.0
Generation B.O.,Movie,12,11.0
Generation X,Rock,1,52.0
Generationals,Alternative,11,43.27272727272727
Generationals,Children's Music,5,59.8
Generationals,Dance,5,59.8
Generationals,Folk,8,55.5
Generationals,Indie,8,55.5
Generationals,Pop,3,64.0
Generationals,Rock,4,62.0
Genesis,Rock,6,52.666666666666664
Genio El Mutante,Reggae,4,18.25
Genio Y Baby Johnny,Reggae,2,30.0
Gent & Jawns,Electronic,11,38.36363636363637
Gente De Zona,Dance,8,53.75
Gente De Zona,Hip-Hop,5,64.4
Gente De Zona,Pop,1,75.0
Gente De Zona,Reggae,55,43.43636363636364
Gentle Bones,Pop,1,66.0
Gentleman,Reggae,19,29.157894736842106
Gentleman's Dub Club,Reggae,1,48.0
Gentlemen Hall,Indie,1,45.0
Geoff Zanelli,Soundtrack,29,34.172413793103445
Geoffrey Oryema,World,4,39.25
Geoffroy,Indie,1,51.0
Geographer,Soul,7,41.0
Georg Matthias Monn,Classical,1,28.0
Georg Philipp Telemann,Classical,47,18.085106382978722
George Antheil,Classical,2,29.0
George Benjamin,Classical,1,34.0
George Benson,Jazz,31,40.54838709677419
George Benson,Soul,4,50.0
George Bruns,Movie,109,13.678899082568808
George Butterworth,Classical,1,41.0
George Carlin,Comedy,215,20.655813953488373
George Crumb,Classical,1,33.0
George Ducas,Country,1,39.0
George Duke,Jazz,10,35.9
George Ezra,Pop,8,70.375
George Fenton,Soundtrack,14,30.571428571428573
George Formby,Comedy,3,24.333333333333332
George Frideric Handel,Classical,115,16.8
George Gershwin,Classical,25,33.52
George Givot,Movie,3,29.666666666666668
George Hamilton IV,Country,1,42.0
George Harrison,Folk,25,53.84
George Harrison,Rock,14,59.285714285714285
George Howard,Jazz,4,33.0
George Jackson,Soul,1,39.0
George Jones,Country,34,42.3235294117647
George Jones,Rock,3,55.666666666666664
George Lewis,Jazz,1,35.0
George London,Opera,1,9.0
George Lopez,Comedy,117,21.957264957264957
George McGregor & The Bronzettes,Soul,1,35.0
George Michael,Dance,13,62.0
George Michael,Pop,3,73.33333333333333
George Michael,Rock,7,67.28571428571429
George Morgan,Country,1,44.0
George Nooks,Reggae,1,41.0
George Ogilvie,Folk,5,56.6
George Ogilvie,Indie,5,56.6
George Ogilvie,Pop,1,64.0
George Shearing,Jazz,4,42.75
George Strait,Country,145,44.213793103448275
George Thorogood,Blues,1,39.0
George Thorogood & The Destroyers,Blues,25,36.52
George Thorogood & The Destroyers,Rock,4,57.25
George White Group,Jazz,1,53.0
Georges Bizet,Classical,24,37.166666666666664
Georges Bizet,Opera,677,14.329394387001477
Georges Brassens,Reggae,8,32.875
Georges Delerue,Soundtrack,9,31.77777777777778
Georges Prêtre,Opera,5,6.0
Georges Van Parys,Opera,1,5.0
Georgia,Alternative,2,55.5
Georgia Anne Muldrow,Jazz,1,36.0
Georgie Fame & The Blue Flames,Blues,1,37.0
Georgs Pelēcis,Classical,4,42.25
Geovarn,Soul,1,38.0
Geowulf,Indie,1,56.0
Geowulf,Rock,1,56.0
Gerald Albright,Jazz,7,36.714285714285715
Gerald Finzi,Classical,3,35.666666666666664
Gerald Garcia,Classical,1,29.0
Gerald Levert,R&B,3,42.333333333333336
Gerald Levert,Soul,10,38.6
Gerard Way,Pop,2,71.0
Germ,Hip-Hop,11,43.54545454545455
Germaine Tailleferre,Classical,1,30.0
Gerry Cinnamon,Indie,1,68.0
Gerry Cinnamon,Rock,1,68.0
Gerry Mulligan,Jazz,9,47.55555555555556
Gerry Mulligan,Soul,6,53.0
Gerry Rafferty,Folk,3,44.666666666666664
Gerry Rafferty,Pop,2,67.0
Gerry Rafferty,Rock,2,67.0
Get Scared,Pop,1,60.0
Getatchew Mekurya,Jazz,1,37.0
Geto Boys,Hip-Hop,4,56.25
Geto Boys,Rap,1,65.0
Getter,Electronic,44,41.04545454545455
Getter,Hip-Hop,5,58.6
Getter Jaani,Pop,1,69.0
Ghastly,Electronic,27,38.81481481481482
Ghost Loft,Soul,3,45.666666666666664
Ghost in The Shell,Anime,6,16.166666666666668
Ghostemane,Hip-Hop,19,59.578947368421055
Ghostemane,Rap,14,61.42857142857143
Ghostland Observatory,Alternative,3,40.666666666666664
Ghostland Observatory,Children's Music,2,44.0
Ghostland Observatory,Dance,3,43.0
Ghostly Kisses,Soul,3,46.0
Giacomo Meyerbeer,Opera,46,8.282608695652174
Giacomo Puccini,Classical,44,36.77272727272727
Giacomo Puccini,Opera,1093,13.502287282708142
Gianfranco Masini,Opera,2,14.0
Gianluca,Reggae,8,45.375
Gianluca Grignani,Pop,1,67.0
Gianni Ferrio,Soundtrack,1,28.0
Giant Panda Guerilla Dub Squad,Reggae,21,26.19047619047619
Giant Rooks,Indie,1,73.0
Giant Rooks,Rock,1,73.0
Gibbz,Indie,1,42.0
Gidon Kremer,Classical,2,27.0
Gift Of Gab,Alternative,1,45.0
Giggs,Hip-Hop,2,60.5
Gigi D'Agostino,Dance,2,65.5
Gigolo,Reggae,4,31.5
Gigolo Y La Exce,Reggae,8,51.0
Gil Scott-Heron,Jazz,10,43.4
Gil Scott-Heron,Soul,4,47.0
Gilad Hekselman,Jazz,2,33.5
Gilbert Gottfried,Comedy,15,14.733333333333333
Gilbert O'Sullivan,Folk,1,55.0
Gilbert O'Sullivan,Rock,1,55.0
Gill Chang,Soul,5,40.8
Gillian Welch,Alternative,4,47.75
Gillian Welch,Children's Music,3,54.0
Gillian Welch,Country,11,46.45454545454545
Gillian Welch,Folk,16,44.3125
Gillian Welch,Indie,3,54.333333333333336
Gillian Welch,Rock,3,54.333333333333336
Gin Blossoms,Alternative,5,50.0
Gin Blossoms,Children's Music,4,58.25
Gin Blossoms,Pop,2,61.5
Gin Blossoms,Rock,4,58.75
Gin Wigmore,Folk,6,48.833333333333336
Gin Wigmore,Pop,1,67.0
Gin Wigmore,Rock,1,67.0
Gina G,Dance,1,57.0
Gina Sicilia,Blues,3,24.0
Ginger Baker's Air Force,Jazz,1,32.0
Gino Mella,Reggae,4,38.25
Gino Washington,Blues,1,27.0
Ginuwine,Dance,4,65.75
Ginuwine,Hip-Hop,4,66.25
Ginuwine,Pop,4,66.25
Ginuwine,R&B,7,57.857142857142854
Ginuwine,Rap,4,66.25
Ginuwine,Soul,10,53.5
Gioachino Rossini,Classical,35,23.942857142857143
Gioachino Rossini,Opera,456,12.280701754385966
Giovanni Battista Pergolesi,Classical,2,40.0
Giovanni Battista Sammartini,Classical,16,9.125
Giovanni Felice Sances,Opera,3,17.666666666666668
Giovanni Guidi,Jazz,1,38.0
Giovanni Guidi Trio,Jazz,1,53.0
Giovanni Maria Capelli,Opera,1,12.0
Giovanni Mirabassi,Jazz,1,34.0
Giovanni Pacini,Opera,2,12.0
Giovanni Paisiello,Classical,2,34.5
Giovanni Pierluigi da Palestrina,Classical,2,39.0
Giovanni Porta,Opera,3,7.0
Gipsy Kings,World,83,31.08433734939759
Giraffage,Indie,2,50.0
Giraffage,Soul,7,44.285714285714285
Giriboy,Indie,1,50.0
Giriboy,R&B,1,50.0
Girl Talk,Indie,1,45.0
Girl's Day,Dance,1,52.0
Girlpool,Folk,13,43.69230769230769
Girlpool,Indie,3,49.666666666666664
Girls' Generation,Dance,8,54.25
Girma Bèyènè,Jazz,1,44.0
Girolamo Frescobaldi,Classical,1,36.0
Giulio Caccini,Classical,2,34.5
Giulio Regondi,Classical,1,36.0
Giuseppe Di Stefano,Classical,3,29.0
Giuseppe Di Stefano,Opera,34,20.264705882352942
Giuseppe Giordani,Opera,6,20.166666666666668
Giuseppe Maria Orlandini,Opera,4,7.25
Giuseppe Persiani,Opera,1,3.0
Giuseppe Pietri,Opera,2,6.0
Giuseppe Sarti,Opera,2,9.0
Giuseppe Tartini,Classical,3,37.333333333333336
Giuseppe Verdi,Classical,82,13.231707317073171
Giuseppe Verdi,Opera,1312,13.334603658536585
Giveon,R&B,1,41.0
Giya Kancheli,Classical,2,37.5
Glad,A Capella,21,10.142857142857142
Glades,Indie,4,56.5
Glades,Pop,1,65.0
Glades,Soul,13,47.30769230769231
Gladiator,Electronic,1,25.0
Gladys Knight & The Pips,Pop,1,64.0
Gladys Knight & The Pips,Soul,10,48.2
Glass Animals,Children's Music,26,55.69230769230769
Glass Animals,Pop,11,63.81818181818182
Glass Animals,Rock,17,60.294117647058826
Glass Candy,Dance,1,48.0
Glass Tiger,Rock,1,57.0
Glassjaw,Alternative,1,42.0
Glassjaw,Children's Music,1,47.0
Glee Cast,Pop,4,60.5
Gleemer,Alternative,1,40.0
Glen Campbell,Country,7,48.42857142857143
Glen Campbell,Folk,6,57.166666666666664
