feature,genre,lasso_importance,randomforest_importance,avg_importance
key_F#,Movie,0.0,0.006332893379158309,0.004221928919438873
key_G,Movie,0.0,0.009132744269366768,0.006088496179577845
key_G#,Movie,0.0,0.00850182712410787,0.005667884749405247
mode_Major,Movie,0.0,0.00738254827617608,0.004921698850784054
mode_Minor,Movie,0.0,0.00856093668235264,0.005707291121568426
time_signature_0/4,Movie,0.0,0.0,0.0
time_signature_1/4,Movie,0.0,0.011725102263386815,0.007816734842257877
time_signature_3/4,Movie,-0.013514899853284789,0.00822478550476534,0.009988156954271825
time_signature_4/4,Movie,0.0,0.00879772081425172,0.005865147209501147
time_signature_5/4,Movie,0.0,0.005101720831305168,0.003401147220870112
artist_name,R&B,0.0,1.0,0.6666666666666666
track_name,R&B,0.0,0.761241583464678,0.5074943889764519
track_id,R&B,0.0,0.8093245415178472,0.5395496943452315
acousticness,R&B,0.0,0.7228200373307525,0.48188002488716836
danceability,R&B,0.0,0.7611384622541908,0.5074256415027939
duration_ms,R&B,0.0,0.8932047792448042,0.5954698528298695
energy,R&B,0.0,0.6961929664836018,0.46412864432240125
instrumentalness,R&B,0.0,0.41805811120781233,0.2787054074718749
liveness,R&B,0.0,0.7179028325010076,0.4786018883340051
loudness,R&B,1.0,0.9222299372219418,0.9481532914812946
speechiness,R&B,0.0,0.7586151357296722,0.5057434238197814
tempo,R&B,0.0,0.8093044316047119,0.5395362877364746
valence,R&B,0.0,0.7245895048657426,0.48305966991049504
genre_A Capella,R&B,0.0,0.0,0.0
genre_Alternative,R&B,0.0,0.0,0.0
genre_Anime,R&B,0.0,0.0,0.0
genre_Blues,R&B,0.0,0.0,0.0
genre_Children's Music,R&B,0.0,0.0,0.0
genre_Classical,R&B,0.0,0.0,0.0
genre_Comedy,R&B,0.0,0.0,0.0
genre_Country,R&B,0.0,0.0,0.0
genre_Dance,R&B,0.0,0.0,0.0
genre_Electronic,R&B,0.0,0.0,0.0
genre_Folk,R&B,0.0,0.0,0.0
genre_Hip-Hop,R&B,0.0,0.0,0.0
genre_Indie,R&B,0.0,0.0,0.0
genre_Jazz,R&B,0.0,0.0,0.0
genre_Movie,R&B,0.0,0.0,0.0
genre_Opera,R&B,0.0,0.0,0.0
genre_Pop,R&B,0.0,0.0,0.0
genre_R&B,R&B,0.0,0.0,0.0
genre_Rap,R&B,0.0,0.0,0.0
genre_Reggae,R&B,0.0,0.0,0.0
genre_Rock,R&B,0.0,0.0,0.0
genre_Ska,R&B,0.0,0.0,0.0
genre_Soul,R&B,0.0,0.0,0.0
genre_Soundtrack,R&B,0.0,0.0,0.0
genre_World,R&B,0.0,0.0,0.0
key_A,R&B,0.0,0.04340379930757497,0.02893586620504998
key_A#,R&B,0.0,0.03509582395142318,0.023397215967615455
key_B,R&B,0.0,0.04467011259705764,0.02978007506470509
key_C,R&B,0.0,0.05469900467700512,0.036466003118003416
key_C#,R&B,0.0,0.06028765820711909,0.04019177213807939
key_D,R&B,0.0,0.04997197745341718,0.03331465163561145
key_D#,R&B,0.0,0.025257046296636027,0.01683803086442402
key_E,R&B,0.0,0.04470108976583497,0.02980072651055665
key_F,R&B,0.0,0.06033677905194207,0.04022451936796138
key_F#,R&B,0.0,0.05044276466945816,0.03362850977963877
key_G,R&B,0.0,0.06479090834225663,0.043193938894837754
key_G#,R&B,0.0,0.04290269609983423,0.028601797399889484
mode_Major,R&B,0.0,0.04638416319347234,0.030922775462314894
mode_Minor,R&B,0.0,0.046044518111159845,0.030696345407439898
time_signature_0/4,R&B,0.0,0.0,0.0
time_signature_1/4,R&B,0.0,0.01057385705974195,0.007049238039827967
time_signature_3/4,R&B,0.0,0.02989659544152338,0.019931063627682252
time_signature_4/4,R&B,0.0,0.02699954623904716,0.017999697492698107
time_signature_5/4,R&B,0.0,0.015391574273647263,0.010261049515764842
artist_name,A Capella,0.0,1.0,0.6666666666666666
track_name,A Capella,0.0,0.305084511721253,0.20338967448083534
track_id,A Capella,-0.29499642226379613,0.47922539162317307,0.4178157351700474
acousticness,A Capella,0.0,0.6596691653122726,0.43977944354151505
danceability,A Capella,0.0,0.2885734905051297,0.1923823270034198
duration_ms,A Capella,-0.9999999999999999,0.8417114676498042,0.894474311766536
energy,A Capella,0.0,0.3142957781894433,0.20953051879296222
instrumentalness,A Capella,0.0,0.18859738382917918,0.1257315892194528
liveness,A Capella,0.0,0.22887166899934117,0.15258111266622745
loudness,A Capella,0.4635598607784958,0.5744140474284928,0.5374626518784938
speechiness,A Capella,0.0,0.7820895482359923,0.5213930321573282
tempo,A Capella,-0.32651375077530465,0.31861238901357075,0.32124617626748203
valence,A Capella,0.0,0.5104516320657234,0.3403010880438156
genre_A Capella,A Capella,0.0,0.0,0.0
genre_Alternative,A Capella,0.0,0.0,0.0
genre_Anime,A Capella,0.0,0.0,0.0
genre_Blues,A Capella,0.0,0.0,0.0
genre_Children's Music,A Capella,0.0,0.0,0.0
genre_Classical,A Capella,0.0,0.0,0.0
genre_Comedy,A Capella,0.0,0.0,0.0
genre_Country,A Capella,0.0,0.0,0.0
genre_Dance,A Capella,0.0,0.0,0.0
genre_Electronic,A Capella,0.0,0.0,0.0
genre_Folk,A Capella,0.0,0.0,0.0
genre_Hip-Hop,A Capella,0.0,0.0,0.0
genre_Indie,A Capella,0.0,0.0,0.0
genre_Jazz,A Capella,0.0,0.0,0.0
genre_Movie,A Capella,0.0,0.0,0.0
genre_Opera,A Capella,0.0,0.0,0.0
genre_Pop,A Capella,0.0,0.0,0.0
genre_R&B,A Capella,0.0,0.0,0.0
genre_Rap,A Capella,0.0,0.0,0.0
genre_Reggae,A Capella,0.0,0.0,0.0
genre_Rock,A Capella,0.0,0.0,0.0
genre_Ska,A Capella,0.0,0.0,0.0
genre_Soul,A Capella,0.0,0.0,0.0
genre_Soundtrack,A Capella,0.0,0.0,0.0
genre_World,A Capella,0.0,0.0,0.0
key_A,A Capella,0.0,0.0044049943614095375,0.002936662907606358
key_A#,A Capella,0.0,0.013869588756920381,0.009246392504613588
key_B,A Capella,0.0,0.010684748513854063,0.007123165675902709
key_C,A Capella,0.0,0.015422403365676357,0.010281602243784238
key_C#,A Capella,0.0,0.019347272860470173,0.012898181906980116
key_D,A Capella,0.0,0.15508156731525244,0.10338771154350163
key_D#,A Capella,0.0,0.0008706923699847889,0.0005804615799898592
key_E,A Capella,0.0,0.0005839500557245567,0.00038930003714970446
key_F,A Capella,0.3743332174562389,0.13082329171077495,0.21199326695926293
key_F#,A Capella,0.17168082476502428,0.006261421715223844,0.06140122273182399
key_G,A Capella,0.0,0.010056688897548577,0.006704459265032384
key_G#,A Capella,0.0,0.014534180844243664,0.009689453896162442
mode_Major,A Capella,0.001661728061941072,0.10918508806244509,0.07334396806227708
mode_Minor,A Capella,0.0,0.00656527592888404,0.0043768506192560265
time_signature_0/4,A Capella,0.0,0.0,0.0
time_signature_1/4,A Capella,0.0,0.02470489108028947,0.016469927386859647
time_signature_3/4,A Capella,0.0,0.018603282567419,0.012402188378279333
time_signature_4/4,A Capella,0.0,0.02085805185894977,0.013905367905966514
time_signature_5/4,A Capella,-0.005202726828858102,0.0017914512790419815,0.002928543128980688
artist_name,Alternative,0.0,0.9999999999999999,0.6666666666666666
track_name,Alternative,0.0,0.8762761980427494,0.5841841320284996
track_id,Alternative,0.0,0.8308994250184716,0.5539329500123144
acousticness,Alternative,0.0,0.770012000503976,0.5133413336693173
danceability,Alternative,0.0,0.8525956591826725,0.5683971061217817
duration_ms,Alternative,0.0,0.9668438193822578,0.6445625462548386
energy,Alternative,0.0,0.70668125169941,0.47112083446627334
instrumentalness,Alternative,0.0,0.6363000589715935,0.42420003931439565
liveness,Alternative,0.0,0.8971373774373721,0.5980915849582481
loudness,Alternative,0.0,0.812979257017141,0.5419861713447607
speechiness,Alternative,0.0,0.8274538764677252,0.5516359176451501
tempo,Alternative,0.0,0.8474801104719013,0.5649867403146008
valence,Alternative,0.0,0.9004410065247586,0.600294004349839
genre_A Capella,Alternative,0.0,0.0,0.0
genre_Alternative,Alternative,0.0,0.0,0.0
genre_Anime,Alternative,0.0,0.0,0.0
genre_Blues,Alternative,0.0,0.0,0.0
genre_Children's Music,Alternative,0.0,0.0,0.0
genre_Classical,Alternative,0.0,0.0,0.0
genre_Comedy,Alternative,0.0,0.0,0.0
genre_Country,Alternative,0.0,0.0,0.0
genre_Dance,Alternative,0.0,0.0,0.0
genre_Electronic,Alternative,0.0,0.0,0.0
genre_Folk,Alternative,0.0,0.0,0.0
genre_Hip-Hop,Alternative,0.0,0.0,0.0
genre_Indie,Alternative,0.0,0.0,0.0
genre_Jazz,Alternative,0.0,0.0,0.0
genre_Movie,Alternative,0.0,0.0,0.0
genre_Opera,Alternative,0.0,0.0,0.0
genre_Pop,Alternative,0.0,0.0,0.0
genre_R&B,Alternative,0.0,0.0,0.0
genre_Rap,Alternative,0.0,0.0,0.0
genre_Reggae,Alternative,0.0,0.0,0.0
genre_Rock,Alternative,0.0,0.0,0.0
genre_Ska,Alternative,0.0,0.0,0.0
genre_Soul,Alternative,0.0,0.0,0.0
genre_Soundtrack,Alternative,0.0,0.0,0.0
genre_World,Alternative,0.0,0.0,0.0
key_A,Alternative,0.0,0.08602295595702164,0.057348637304681094
key_A#,Alternative,0.0,0.045378959698854276,0.030252639799236185
key_B,Alternative,0.0,0.05661872637040381,0.03774581758026921
key_C,Alternative,0.0,0.05337702634251926,0.035584684228346174
key_C#,Alternative,0.0,0.06428769551250521,0.042858463675003476
key_D,Alternative,0.0,0.06055887699604861,0.04037258466403241
key_D#,Alternative,0.0,0.041732176583405604,0.027821451055603737
key_E,Alternative,0.0,0.079687416275348,0.05312494418356534
key_F,Alternative,0.0,0.05072946549118258,0.033819643660788386
key_F#,Alternative,0.0,0.05130844405276223,0.03420562936850815
key_G,Alternative,0.0,0.07009380729587546,0.04672920486391697
key_G#,Alternative,0.0,0.05524405302306166,0.036829368682041105
mode_Major,Alternative,0.0,0.05376917474407202,0.03584611649604801
mode_Minor,Alternative,0.0,0.0562284861075485,0.03748565740503233
time_signature_0/4,Alternative,0.0,0.0,0.0
time_signature_1/4,Alternative,0.0,0.0066168901947109065,0.004411260129807271
time_signature_3/4,Alternative,0.0,0.02177629713364748,0.014517531422431652
time_signature_4/4,Alternative,0.0,0.024934608768803622,0.01662307251253575
time_signature_5/4,Alternative,0.0,0.009778530905094385,0.006519020603396257
artist_name,Country,0.0,0.9983512284224539,0.6655674856149693
track_name,Country,0.0,0.9158927627437644,0.6105951751625096
track_id,Country,0.0,1.0,0.6666666666666666
acousticness,Country,0.0,0.8344373253495999,0.5562915502330666
danceability,Country,0.0,0.8265089980304827,0.5510059986869885
duration_ms,Country,0.0,0.8815903888125662,0.5877269258750442
energy,Country,0.0,0.8829060438634102,0.5886040292422735
instrumentalness,Country,0.0,0.48792227140246963,0.3252815142683131
liveness,Country,-0.9999999999999999,0.9793445570136577,0.9862297046757718
loudness,Country,0.0,0.8967129232571496,0.5978086155047664
speechiness,Country,0.0,0.9099384396851473,0.6066256264567649
tempo,Country,0.0,0.9965190462532227,0.6643460308354818
valence,Country,0.0,0.9234653144029062,0.6156435429352708
genre_A Capella,Country,0.0,0.0,0.0
genre_Alternative,Country,0.0,0.0,0.0
genre_Anime,Country,0.0,0.0,0.0
genre_Blues,Country,0.0,0.0,0.0
genre_Children's Music,Country,0.0,0.0,0.0
genre_Classical,Country,0.0,0.0,0.0
genre_Comedy,Country,0.0,0.0,0.0
genre_Country,Country,0.0,0.0,0.0
genre_Dance,Country,0.0,0.0,0.0
genre_Electronic,Country,0.0,0.0,0.0
genre_Folk,Country,0.0,0.0,0.0
genre_Hip-Hop,Country,0.0,0.0,0.0
genre_Indie,Country,0.0,0.0,0.0
genre_Jazz,Country,0.0,0.0,0.0
genre_Movie,Country,0.0,0.0,0.0
genre_Opera,Country,0.0,0.0,0.0
genre_Pop,Country,0.0,0.0,0.0
genre_R&B,Country,0.0,0.0,0.0
genre_Rap,Country,0.0,0.0,0.0
genre_Reggae,Country,0.0,0.0,0.0
genre_Rock,Country,0.0,0.0,0.0
genre_Ska,Country,0.0,0.0,0.0
genre_Soul,Country,0.0,0.0,0.0
genre_Soundtrack,Country,0.0,0.0,0.0
genre_World,Country,0.0,0.0,0.0
key_A,Country,0.0,0.07620493907096862,0.05080329271397908
key_A#,Country,0.0,0.05932672578077617,0.03955115052051745
key_B,Country,0.0,0.07135054872714519,0.04756703248476346
key_C,Country,0.0,0.07622334624996616,0.0508155641666441
key_C#,Country,0.0,0.07059582007668426,0.04706388005112284
key_D,Country,0.0,0.06867874925049497,0.04578583283366331
key_D#,Country,0.0,0.044110341121769175,0.02940689408117945
key_E,Country,0.0,0.07479981337375641,0.04986654224917094
key_F,Country,0.0,0.05452662762312232,0.03635108508208155
key_F#,Country,0.0,0.07825143370608487,0.05216762247072324
key_G,Country,0.0,0.07593131572724833,0.050620877151498885
key_G#,Country,0.0,0.05247302876388132,0.03498201917592088
mode_Major,Country,0.0,0.050218039919580966,0.033478693279720646
mode_Minor,Country,0.0,0.04571096241290551,0.030473974941937005
time_signature_0/4,Country,0.0,0.0,0.0
time_signature_1/4,Country,0.0,0.0008208980862529916,0.0005472653908353278
time_signature_3/4,Country,0.0,0.033395984594342155,0.022263989729561437
time_signature_4/4,Country,0.0,0.02584419525354115,0.017229463502360768
time_signature_5/4,Country,0.0,0.00608488622195661,0.00405659081463774
artist_name,Dance,0.0,0.9188770541846237,0.6125847027897492
track_name,Dance,0.0,0.9118016908282982,0.6078677938855321
track_id,Dance,0.0,0.9441526372858341,0.6294350915238894
acousticness,Dance,0.0,0.7595660465972842,0.5063773643981895
danceability,Dance,0.019514963352013488,0.8336754419502808,0.5622886157508583
duration_ms,Dance,-0.7950549926514643,0.8837343087325611,0.8541745367055288
energy,Dance,0.0,0.7692559105184783,0.5128372736789856
instrumentalness,Dance,-1.0,0.6571616277856097,0.7714410851904064
liveness,Dance,-0.17103085333863982,1.0,0.7236769511128799
loudness,Dance,0.0,0.9280247281524037,0.6186831521016024
speechiness,Dance,0.0,0.7623870283073524,0.5082580188715683
tempo,Dance,0.0,0.7803189956175474,0.5202126637450316
valence,Dance,0.0,0.8020091297616607,0.5346727531744405
genre_A Capella,Dance,0.0,0.0,0.0
genre_Alternative,Dance,0.0,0.0,0.0
genre_Anime,Dance,0.0,0.0,0.0
genre_Blues,Dance,0.0,0.0,0.0
genre_Children's Music,Dance,0.0,0.0,0.0
genre_Classical,Dance,0.0,0.0,0.0
genre_Comedy,Dance,0.0,0.0,0.0
genre_Country,Dance,0.0,0.0,0.0
genre_Dance,Dance,0.0,0.0,0.0
genre_Electronic,Dance,0.0,0.0,0.0
genre_Folk,Dance,0.0,0.0,0.0
genre_Hip-Hop,Dance,0.0,0.0,0.0
genre_Indie,Dance,0.0,0.0,0.0
genre_Jazz,Dance,0.0,0.0,0.0
genre_Movie,Dance,0.0,0.0,0.0
genre_Opera,Dance,0.0,0.0,0.0
genre_Pop,Dance,0.0,0.0,0.0
genre_R&B,Dance,0.0,0.0,0.0
genre_Rap,Dance,0.0,0.0,0.0
genre_Reggae,Dance,0.0,0.0,0.0
genre_Rock,Dance,0.0,0.0,0.0
genre_Ska,Dance,0.0,0.0,0.0
genre_Soul,Dance,0.0,0.0,0.0
genre_Soundtrack,Dance,0.0,0.0,0.0
genre_World,Dance,0.0,0.0,0.0
key_A,Dance,0.0,0.058515880700959005,0.03901058713397267
key_A#,Dance,0.0,0.049953026574569466,0.033302017716379646
key_B,Dance,0.0,0.0736952528292869,0.049130168552857935
key_C,Dance,0.0,0.06962959907742611,0.04641973271828407
key_C#,Dance,0.0,0.090793732212891,0.060529154808594
key_D,Dance,0.0,0.05955217557045727,0.03970145038030485
key_D#,Dance,0.0,0.03315165772183453,0.022101105147889686
key_E,Dance,0.0,0.02365270950806289,0.01576847300537526
key_F,Dance,0.0,0.050562107122273825,0.03370807141484922
key_F#,Dance,0.0,0.07908958271212825,0.05272638847475217
key_G,Dance,0.0,0.06897004041966841,0.0459800269464456
key_G#,Dance,0.0,0.051786057214518,0.034524038143012
mode_Major,Dance,0.0,0.06278974271716337,0.04185982847810891
mode_Minor,Dance,0.0,0.057318122953159203,0.0382120819687728
time_signature_0/4,Dance,0.0,0.0,0.0
time_signature_1/4,Dance,0.0,0.0011603454250020276,0.0007735636166680184
time_signature_3/4,Dance,0.0,0.014312975172520953,0.009541983448347302
time_signature_4/4,Dance,0.0,0.014867217358031221,0.00991147823868748
time_signature_5/4,Dance,0.0,0.01226534058692345,0.008176893724615634
artist_name,Electronic,0.0,1.0,0.6666666666666666
track_name,Electronic,0.0,0.7831316394510288,0.5220877596340192
track_id,Electronic,0.0,0.8028173014804283,0.5352115343202856
acousticness,Electronic,0.0,0.8766839546432845,0.5844559697621897
danceability,Electronic,0.0,0.8494748384984921,0.5663165589989948
duration_ms,Electronic,0.0,0.9162660680014215,0.610844045334281
energy,Electronic,0.0,0.7194601495201965,0.47964009968013105
instrumentalness,Electronic,-0.6314980443205906,0.989182458969655,0.8699543207533003
liveness,Electronic,0.0,0.8264950039848278,0.5509966693232186
loudness,Electronic,0.0,0.8044960341769404,0.5363306894512936
speechiness,Electronic,-1.0,0.8984468274470322,0.932297884964688
tempo,Electronic,0.0,0.8886404813331414,0.5924269875554277
valence,Electronic,0.0,0.8245703966909399,0.5497135977939599
genre_A Capella,Electronic,0.0,0.0,0.0
genre_Alternative,Electronic,0.0,0.0,0.0
genre_Anime,Electronic,0.0,0.0,0.0
genre_Blues,Electronic,0.0,0.0,0.0
genre_Children's Music,Electronic,0.0,0.0,0.0
genre_Classical,Electronic,0.0,0.0,0.0
genre_Comedy,Electronic,0.0,0.0,0.0
genre_Country,Electronic,0.0,0.0,0.0
genre_Dance,Electronic,0.0,0.0,0.0
genre_Electronic,Electronic,0.0,0.0,0.0
genre_Folk,Electronic,0.0,0.0,0.0
genre_Hip-Hop,Electronic,0.0,0.0,0.0
genre_Indie,Electronic,0.0,0.0,0.0
genre_Jazz,Electronic,0.0,0.0,0.0
genre_Movie,Electronic,0.0,0.0,0.0
genre_Opera,Electronic,0.0,0.0,0.0
genre_Pop,Electronic,0.0,0.0,0.0
genre_R&B,Electronic,0.0,0.0,0.0
genre_Rap,Electronic,0.0,0.0,0.0
genre_Reggae,Electronic,0.0,0.0,0.0
genre_Rock,Electronic,0.0,0.0,0.0
genre_Ska,Electronic,0.0,0.0,0.0
genre_Soul,Electronic,0.0,0.0,0.0
genre_Soundtrack,Electronic,0.0,0.0,0.0
genre_World,Electronic,0.0,0.0,0.0
key_A,Electronic,0.0,0.06822958677244045,0.04548639118162697
key_A#,Electronic,0.0,0.061581895535260354,0.0410545970235069
key_B,Electronic,0.0,0.050897668968404405,0.0339317793122696
key_C,Electronic,0.0,0.05673510303292861,0.03782340202195241
key_C#,Electronic,0.0,0.07373361088609776,0.049155740590731835
key_D,Electronic,0.0,0.049212529222111466,0.032808352814740975
key_D#,Electronic,0.0,0.022248765839244285,0.01483251055949619
key_E,Electronic,0.0,0.054439806932422966,0.03629320462161531
key_F,Electronic,0.0,0.047663858437044605,0.031775905624696406
key_F#,Electronic,0.0,0.054866380996717874,0.03657758733114525
key_G,Electronic,0.0,0.054347424152854595,0.036231616101903064
key_G#,Electronic,0.0,0.050281192551509556,0.033520795034339704
mode_Major,Electronic,0.0,0.05589272233754207,0.037261814891694715
mode_Minor,Electronic,0.0,0.05032194730387331,0.033547964869248874
time_signature_0/4,Electronic,0.0,0.0,0.0
time_signature_1/4,Electronic,0.0,0.0020109858252778234,0.0013406572168518822
time_signature_3/4,Electronic,0.0,0.014628560655593136,0.009752373770395424
time_signature_4/4,Electronic,0.0,0.01955265734250192,0.01303510489500128
time_signature_5/4,Electronic,0.0,0.0038857008849220117,0.0025904672566146743
artist_name,Anime,0.0,1.0,0.6666666666666666
track_name,Anime,0.010389273217165125,0.46730611187616267,0.3150004989898301
track_id,Anime,0.0,0.3705849330374251,0.24705662202495007
acousticness,Anime,0.0,0.38680321290964254,0.25786880860642836
danceability,Anime,0.0,0.3509799034462045,0.23398660229746968
duration_ms,Anime,0.43976554648562644,0.5015215092642074,0.4809361883380137
energy,Anime,0.0,0.34569339048655995,0.2304622603243733
instrumentalness,Anime,-1.0,0.75627372052661,0.8375158136844068
liveness,Anime,0.0,0.38248433804398,0.25498955869598666
loudness,Anime,0.48707279873692455,0.495491254771591,0.4926851027600356
speechiness,Anime,0.0,0.3565594439006724,0.2377062959337816
tempo,Anime,0.0,0.35982236723770594,0.23988157815847064
valence,Anime,0.0,0.34505684556399496,0.2300378970426633
genre_A Capella,Anime,0.0,0.0,0.0
genre_Alternative,Anime,0.0,0.0,0.0
genre_Anime,Anime,0.0,0.0,0.0
genre_Blues,Anime,0.0,0.0,0.0
genre_Children's Music,Anime,0.0,0.0,0.0
genre_Classical,Anime,0.0,0.0,0.0
genre_Comedy,Anime,0.0,0.0,0.0
genre_Country,Anime,0.0,0.0,0.0
genre_Dance,Anime,0.0,0.0,0.0
genre_Electronic,Anime,0.0,0.0,0.0
genre_Folk,Anime,0.0,0.0,0.0
genre_Hip-Hop,Anime,0.0,0.0,0.0
genre_Indie,Anime,0.0,0.0,0.0
genre_Jazz,Anime,0.0,0.0,0.0
genre_Movie,Anime,0.0,0.0,0.0
genre_Opera,Anime,0.0,0.0,0.0
