feature,genre,lasso_importance,randomforest_importance,avg_importance
genre_Pop,Anime,0.0,0.0,0.0
genre_R&B,Anime,0.0,0.0,0.0
genre_Rap,Anime,0.0,0.0,0.0
genre_Reggae,Anime,0.0,0.0,0.0
genre_Rock,Anime,0.0,0.0,0.0
genre_Ska,Anime,0.0,0.0,0.0
genre_Soul,Anime,0.0,0.0,0.0
genre_Soundtrack,Anime,0.0,0.0,0.0
genre_World,Anime,0.0,0.0,0.0
key_A,Anime,0.0,0.02080652665098193,0.013871017767321287
key_A#,Anime,0.0,0.02181522158059261,0.014543481053728408
key_B,Anime,0.0,0.023867917409942523,0.015911944939961682
key_C,Anime,0.0,0.027583914989453152,0.018389276659635436
key_C#,Anime,0.0,0.02600662533969482,0.017337750226463212
key_D,Anime,0.0,0.02619573504620834,0.017463823364138892
key_D#,Anime,0.0,0.010663779050100521,0.007109186033400348
key_E,Anime,0.0,0.02248464249151665,0.014989761661011099
key_F,Anime,0.0,0.02924917878280542,0.01949945252187028
key_F#,Anime,0.0,0.02215018396118179,0.014766789307454528
key_G,Anime,0.0,0.027525817203888657,0.018350544802592437
key_G#,Anime,0.0,0.027559250642377586,0.018372833761585057
mode_Major,Anime,0.0,0.02031505622397611,0.013543370815984073
mode_Minor,Anime,0.0,0.02407432600802075,0.016049550672013833
time_signature_0/4,Anime,0.0,0.0,0.0
time_signature_1/4,Anime,0.0,0.0022130103476295207,0.0014753402317530138
time_signature_3/4,Anime,0.0,0.01492060032757574,0.009947066885050494
time_signature_4/4,Anime,0.0,0.010217215589133912,0.006811477059422608
time_signature_5/4,Anime,0.0,0.0037926692677162327,0.0025284461784774886
artist_name,Folk,0.0,1.0,0.6666666666666666
track_name,Folk,0.0,0.7386514085790239,0.49243427238601595
track_id,Folk,0.0,0.687157713138281,0.45810514209218733
acousticness,Folk,0.0,0.6449207532381057,0.4299471688254038
danceability,Folk,0.0,0.6363957905287875,0.424263860352525
duration_ms,Folk,0.0,0.7359508167904314,0.4906338778602876
energy,Folk,0.0,0.6421227436889831,0.42808182912598874
instrumentalness,Folk,0.0,0.5875920308364011,0.39172802055760075
liveness,Folk,0.0,0.7160036178679016,0.47733574524526773
loudness,Folk,0.0,0.6861839906471205,0.45745599376474705
speechiness,Folk,0.0,0.692223005489965,0.46148200365997666
tempo,Folk,0.0,0.7332437541911915,0.4888291694607943
valence,Folk,0.0,0.6795274101716606,0.45301827344777373
genre_A Capella,Folk,0.0,0.0,0.0
genre_Alternative,Folk,0.0,0.0,0.0
genre_Anime,Folk,0.0,0.0,0.0
genre_Blues,Folk,0.0,0.0,0.0
genre_Children's Music,Folk,0.0,0.0,0.0
genre_Classical,Folk,0.0,0.0,0.0
genre_Comedy,Folk,0.0,0.0,0.0
genre_Country,Folk,0.0,0.0,0.0
genre_Dance,Folk,0.0,0.0,0.0
genre_Electronic,Folk,0.0,0.0,0.0
genre_Folk,Folk,0.0,0.0,0.0
genre_Hip-Hop,Folk,0.0,0.0,0.0
genre_Indie,Folk,0.0,0.0,0.0
genre_Jazz,Folk,0.0,0.0,0.0
genre_Movie,Folk,0.0,0.0,0.0
genre_Opera,Folk,0.0,0.0,0.0
genre_Pop,Folk,0.0,0.0,0.0
genre_R&B,Folk,0.0,0.0,0.0
genre_Rap,Folk,0.0,0.0,0.0
genre_Reggae,Folk,0.0,0.0,0.0
genre_Rock,Folk,0.0,0.0,0.0
genre_Ska,Folk,0.0,0.0,0.0
genre_Soul,Folk,0.0,0.0,0.0
genre_Soundtrack,Folk,0.0,0.0,0.0
genre_World,Folk,0.0,0.0,0.0
key_A,Folk,0.0,0.0626906910724853,0.041793794048323535
key_A#,Folk,0.0,0.044617910575626966,0.029745273717084644
key_B,Folk,0.0,0.03361223156029192,0.022408154373527948
key_C,Folk,0.0,0.046993790870694344,0.03132919391379623
key_C#,Folk,0.0,0.04628043872988096,0.03085362581992064
key_D,Folk,0.0,0.060252721420426744,0.04016848094695116
key_D#,Folk,0.0,0.02958454627872027,0.01972303085248018
key_E,Folk,0.0,0.04559779385963337,0.03039852923975558
key_F,Folk,0.0,0.053853475864720356,0.0359023172431469
key_F#,Folk,0.0,0.04217776280094924,0.02811850853396616
key_G,Folk,0.0,0.05084115509234038,0.033894103394893585
key_G#,Folk,0.0,0.030520236022567832,0.02034682401504522
mode_Major,Folk,0.0,0.038538491000561975,0.025692327333707982
mode_Minor,Folk,0.0,0.038180256723466595,0.025453504482311064
time_signature_0/4,Folk,0.0,0.0,0.0
time_signature_1/4,Folk,0.0,0.010510345532703622,0.007006897021802415
time_signature_3/4,Folk,0.0,0.028126644993668137,0.018751096662445423
time_signature_4/4,Folk,0.0,0.03313161525569025,0.0220877435037935
time_signature_5/4,Folk,0.0,0.01630464715096383,0.01086976476730922
artist_name,Blues,0.0,1.0,0.6666666666666666
track_name,Blues,0.0,0.5993764437557322,0.39958429583715477
track_id,Blues,0.0,0.5609645180762861,0.3739763453841907
acousticness,Blues,0.0,0.7031961092727578,0.4687974061818385
danceability,Blues,0.0,0.6944776933046842,0.4629851288697895
duration_ms,Blues,0.0,0.676477334742323,0.45098488982821533
energy,Blues,0.0,0.5251316375447317,0.3500877583631545
instrumentalness,Blues,-0.2638901121133644,0.6022177385340832,0.48944186306051024
liveness,Blues,-1.0,0.7364757347263475,0.8243171564842317
loudness,Blues,0.0,0.6937177473249749,0.46247849821664994
speechiness,Blues,0.0,0.6046828927872215,0.4031219285248144
tempo,Blues,0.0,0.5921752198825914,0.3947834799217276
valence,Blues,0.0,0.625661894201395,0.4171079294675966
genre_A Capella,Blues,0.0,0.0,0.0
genre_Alternative,Blues,0.0,0.0,0.0
genre_Anime,Blues,0.0,0.0,0.0
genre_Blues,Blues,0.0,0.0,0.0
genre_Children's Music,Blues,0.0,0.0,0.0
genre_Classical,Blues,0.0,0.0,0.0
genre_Comedy,Blues,0.0,0.0,0.0
genre_Country,Blues,0.0,0.0,0.0
genre_Dance,Blues,0.0,0.0,0.0
genre_Electronic,Blues,0.0,0.0,0.0
genre_Folk,Blues,0.0,0.0,0.0
genre_Hip-Hop,Blues,0.0,0.0,0.0
genre_Indie,Blues,0.0,0.0,0.0
genre_Jazz,Blues,0.0,0.0,0.0
genre_Movie,Blues,0.0,0.0,0.0
genre_Opera,Blues,0.0,0.0,0.0
genre_Pop,Blues,0.0,0.0,0.0
genre_R&B,Blues,0.0,0.0,0.0
genre_Rap,Blues,0.0,0.0,0.0
genre_Reggae,Blues,0.0,0.0,0.0
genre_Rock,Blues,0.0,0.0,0.0
genre_Ska,Blues,0.0,0.0,0.0
genre_Soul,Blues,0.0,0.0,0.0
genre_Soundtrack,Blues,0.0,0.0,0.0
genre_World,Blues,0.0,0.0,0.0
key_A,Blues,0.0,0.05919884912527392,0.03946589941684928
key_A#,Blues,0.0,0.02583274741428519,0.01722183160952346
key_B,Blues,0.0,0.028204462355716702,0.018802974903811134
key_C,Blues,0.0,0.03827801775391584,0.025518678502610557
key_C#,Blues,0.0,0.0391050056469672,0.0260700037646448
key_D,Blues,0.0,0.07846726906056428,0.05231151270704285
key_D#,Blues,0.0,0.013491127338089513,0.008994084892059676
key_E,Blues,0.0,0.04246928137142774,0.028312854247618494
key_F,Blues,0.0,0.036805230424880014,0.024536820283253342
key_F#,Blues,0.0,0.022441339976782996,0.01496089331785533
key_G,Blues,0.0,0.04661604136869489,0.03107736091246326
key_G#,Blues,0.0,0.03297001106706151,0.021980007378041008
mode_Major,Blues,0.0,0.03779163074702361,0.02519442049801574
mode_Minor,Blues,0.0,0.035141616897896626,0.02342774459859775
time_signature_0/4,Blues,0.0,0.0,0.0
time_signature_1/4,Blues,0.0,0.003712499544066587,0.0024749996960443913
time_signature_3/4,Blues,0.0,0.018305517224724885,0.01220367814981659
time_signature_4/4,Blues,0.0,0.031108302618462036,0.020738868412308025
time_signature_5/4,Blues,0.0,0.006636588195952823,0.004424392130635215
artist_name,Opera,0.0,0.5999341308506073,0.3999560872337382
track_name,Opera,0.0,1.0,0.6666666666666666
track_id,Opera,0.0,0.6428590010718281,0.42857266738121874
acousticness,Opera,0.0,0.576480855291075,0.38432057019404997
danceability,Opera,-0.3585144364009043,0.6037141673793429,0.5219809237198634
duration_ms,Opera,0.0,0.5849560221100512,0.38997068140670077
energy,Opera,0.0,0.5641310710882314,0.3760873807254876
instrumentalness,Opera,0.0,0.6528752720465034,0.43525018136433563
liveness,Opera,0.0,0.7693308101940189,0.5128872067960126
loudness,Opera,0.9999999999999999,0.7498018588091061,0.8332012392060707
speechiness,Opera,-0.48772688713316265,0.7728223276735229,0.6777905141600695
tempo,Opera,0.0,0.5941091530460313,0.3960727686973542
valence,Opera,0.0,0.6208123510529705,0.41387490070198035
genre_A Capella,Opera,0.0,0.0,0.0
genre_Alternative,Opera,0.0,0.0,0.0
genre_Anime,Opera,0.0,0.0,0.0
genre_Blues,Opera,0.0,0.0,0.0
genre_Children's Music,Opera,0.0,0.0,0.0
genre_Classical,Opera,0.0,0.0,0.0
genre_Comedy,Opera,0.0,0.0,0.0
genre_Country,Opera,0.0,0.0,0.0
genre_Dance,Opera,0.0,0.0,0.0
genre_Electronic,Opera,0.0,0.0,0.0
genre_Folk,Opera,0.0,0.0,0.0
genre_Hip-Hop,Opera,0.0,0.0,0.0
genre_Indie,Opera,0.0,0.0,0.0
genre_Jazz,Opera,0.0,0.0,0.0
genre_Movie,Opera,0.0,0.0,0.0
genre_Opera,Opera,0.0,0.0,0.0
genre_Pop,Opera,0.0,0.0,0.0
genre_R&B,Opera,0.0,0.0,0.0
genre_Rap,Opera,0.0,0.0,0.0
genre_Reggae,Opera,0.0,0.0,0.0
genre_Rock,Opera,0.0,0.0,0.0
genre_Ska,Opera,0.0,0.0,0.0
genre_Soul,Opera,0.0,0.0,0.0
genre_Soundtrack,Opera,0.0,0.0,0.0
genre_World,Opera,0.0,0.0,0.0
key_A,Opera,0.0,0.03377388160649778,0.02251592107099852
key_A#,Opera,0.0,0.04673971314280652,0.03115980876187101
key_B,Opera,0.0,0.037648731513650266,0.02509915434243351
key_C,Opera,0.0,0.03821046277716596,0.025473641851443973
key_C#,Opera,0.0,0.037899338776604466,0.025266225851069645
key_D,Opera,0.0,0.0640680610669712,0.04271204071131413
key_D#,Opera,0.0,0.04100461408588447,0.027336409390589646
key_E,Opera,0.0,0.05021065030129599,0.03347376686753066
key_F,Opera,0.0,0.047758221625813335,0.03183881441720889
key_F#,Opera,0.0,0.024995624083585525,0.016663749389057018
key_G,Opera,0.0,0.039922294153512686,0.026614862769008457
key_G#,Opera,0.0,0.04451754986722036,0.029678366578146907
mode_Major,Opera,0.0,0.032402370619839416,0.02160158041322628
mode_Minor,Opera,0.0,0.030450046271057584,0.02030003084737172
time_signature_0/4,Opera,0.0,1.9779896543060425e-05,1.3186597695373616e-05
time_signature_1/4,Opera,0.0,0.03502412349454696,0.02334941566303131
time_signature_3/4,Opera,0.0,0.056888572228542364,0.03792571481902824
time_signature_4/4,Opera,0.0,0.050173016541317,0.03344867769421133
time_signature_5/4,Opera,0.0,0.05150748002019202,0.03433832001346135
artist_name,Hip-Hop,0.0,0.9999999999999999,0.6666666666666666
track_name,Hip-Hop,0.0,0.8165214758645575,0.5443476505763717
track_id,Hip-Hop,0.0,0.7808218677842492,0.5205479118561661
acousticness,Hip-Hop,0.0,0.751590104749557,0.501060069833038
danceability,Hip-Hop,1.0,0.8421398805293064,0.8947599203528709
duration_ms,Hip-Hop,0.0,0.7958194703743517,0.5305463135829012
energy,Hip-Hop,0.0,0.7980826386940729,0.5320550924627153
instrumentalness,Hip-Hop,0.0,0.31417382388165277,0.20944921592110186
liveness,Hip-Hop,0.0,0.7746964527744066,0.5164643018496043
loudness,Hip-Hop,0.7247756628650052,0.9496956819868239,0.874722342279551
speechiness,Hip-Hop,-0.43168043555691055,0.8208396265403289,0.6911198962125228
tempo,Hip-Hop,0.0,0.8574402921022951,0.5716268614015301
valence,Hip-Hop,0.0,0.7476452771881457,0.4984301847920971
genre_A Capella,Hip-Hop,0.0,0.0,0.0
genre_Alternative,Hip-Hop,0.0,0.0,0.0
genre_Anime,Hip-Hop,0.0,0.0,0.0
genre_Blues,Hip-Hop,0.0,0.0,0.0
genre_Children's Music,Hip-Hop,0.0,0.0,0.0
genre_Classical,Hip-Hop,0.0,0.0,0.0
genre_Comedy,Hip-Hop,0.0,0.0,0.0
genre_Country,Hip-Hop,0.0,0.0,0.0
genre_Dance,Hip-Hop,0.0,0.0,0.0
genre_Electronic,Hip-Hop,0.0,0.0,0.0
genre_Folk,Hip-Hop,0.0,0.0,0.0
genre_Hip-Hop,Hip-Hop,0.0,0.0,0.0
genre_Indie,Hip-Hop,0.0,0.0,0.0
genre_Jazz,Hip-Hop,0.0,0.0,0.0
genre_Movie,Hip-Hop,0.0,0.0,0.0
genre_Opera,Hip-Hop,0.0,0.0,0.0
genre_Pop,Hip-Hop,0.0,0.0,0.0
genre_R&B,Hip-Hop,0.0,0.0,0.0
genre_Rap,Hip-Hop,0.0,0.0,0.0
genre_Reggae,Hip-Hop,0.0,0.0,0.0
genre_Rock,Hip-Hop,0.0,0.0,0.0
genre_Ska,Hip-Hop,0.0,0.0,0.0
genre_Soul,Hip-Hop,0.0,0.0,0.0
genre_Soundtrack,Hip-Hop,0.0,0.0,0.0
genre_World,Hip-Hop,0.0,0.0,0.0
key_A,Hip-Hop,0.0,0.04293216601098353,0.02862144400732235
key_A#,Hip-Hop,0.0,0.057438077727185156,0.03829205181812344
key_B,Hip-Hop,0.0,0.046963091515224806,0.031308727676816535
key_C,Hip-Hop,0.0,0.05436727342207727,0.036244848948051515
key_C#,Hip-Hop,0.0,0.06448620110006,0.04299080073337333
key_D,Hip-Hop,0.0,0.0430017723870441,0.0286678482580294
key_D#,Hip-Hop,0.0,0.02194606182366035,0.014630707882440233
key_E,Hip-Hop,0.0,0.05315269382536531,0.03543512921691021
key_F,Hip-Hop,0.0,0.05067612838599743,0.03378408559066495
key_F#,Hip-Hop,0.0,0.055294032848402154,0.03686268856560144
key_G,Hip-Hop,0.0,0.04501328457275254,0.030008856381835026
key_G#,Hip-Hop,0.0,0.05579522995952351,0.037196819973015674
mode_Major,Hip-Hop,0.0,0.0503664814253727,0.0335776542835818
mode_Minor,Hip-Hop,0.0,0.05283604638773312,0.035224030925155414
time_signature_0/4,Hip-Hop,0.0,0.0,0.0
time_signature_1/4,Hip-Hop,0.0,0.00611645873929141,0.0040776391595276065
time_signature_3/4,Hip-Hop,0.0,0.006722222411862987,0.004481481607908658
time_signature_4/4,Hip-Hop,0.0,0.01791853040569529,0.011945686937130192
time_signature_5/4,Hip-Hop,0.0,0.017363257008668524,0.011575504672445683
artist_name,Children's Music,0.0,0.19106424416340953,0.12737616277560634
track_name,Children's Music,0.0,0.042427121829621564,0.028284747886414375
track_id,Children's Music,0.0,0.04492070676241674,0.029947137841611158
acousticness,Children's Music,-0.828917718707805,0.18473311336795167,0.3994613151479028
danceability,Children's Music,-0.2476245719928177,0.084993992883142,0.13920418591970055
duration_ms,Children's Music,0.7283611518126176,1.0,0.9094537172708725
energy,Children's Music,0.31453906042724705,0.10070343634722669,0.17198197770723347
instrumentalness,Children's Music,-0.10543579658030522,0.06264749525215549,0.07691026236153874
liveness,Children's Music,0.0,0.05009204869256739,0.03339469912837826
loudness,Children's Music,1.0,0.3787063654587038,0.5858042436391359
speechiness,Children's Music,0.0,0.07434816532333598,0.04956544354889065
tempo,Children's Music,-0.13075249388008878,0.05546136941541696,0.0805584109036409
valence,Children's Music,-0.8146806078622025,0.19686022819827906,0.4028003547529202
genre_A Capella,Children's Music,0.0,0.0,0.0
genre_Alternative,Children's Music,0.0,0.0,0.0
genre_Anime,Children's Music,0.0,0.0,0.0
genre_Blues,Children's Music,0.0,0.0,0.0
genre_Children's Music,Children's Music,0.0,0.0,0.0
genre_Classical,Children's Music,0.0,0.0,0.0
genre_Comedy,Children's Music,0.0,0.0,0.0
genre_Country,Children's Music,0.0,0.0,0.0
genre_Dance,Children's Music,0.0,0.0,0.0
genre_Electronic,Children's Music,0.0,0.0,0.0
genre_Folk,Children's Music,0.0,0.0,0.0
genre_Hip-Hop,Children's Music,0.0,0.0,0.0
genre_Indie,Children's Music,0.0,0.0,0.0
genre_Jazz,Children's Music,0.0,0.0,0.0
genre_Movie,Children's Music,0.0,0.0,0.0
genre_Opera,Children's Music,0.0,0.0,0.0
genre_Pop,Children's Music,0.0,0.0,0.0
genre_R&B,Children's Music,0.0,0.0,0.0
genre_Rap,Children's Music,0.0,0.0,0.0
genre_Reggae,Children's Music,0.0,0.0,0.0
genre_Rock,Children's Music,0.0,0.0,0.0
genre_Ska,Children's Music,0.0,0.0,0.0
genre_Soul,Children's Music,0.0,0.0,0.0
genre_Soundtrack,Children's Music,0.0,0.0,0.0
genre_World,Children's Music,0.0,0.0,0.0
key_A,Children's Music,0.0,0.0038176312304725765,0.0025450874869817177
key_A#,Children's Music,0.0,0.002968595551793348,0.0019790637011955652
key_B,Children's Music,0.026396888244262732,0.00372182838765116,0.01128018167318835
key_C,Children's Music,0.0,0.004893696247262723,0.003262464164841815
key_C#,Children's Music,0.06404592015376574,0.004727065120145955,0.02450001679801922
key_D,Children's Music,-0.003066910269149909,0.004714295765423937,0.004165167266665927
key_D#,Children's Music,0.0,0.0022157312058127517,0.0014771541372085011
key_E,Children's Music,0.0,0.004122000200674505,0.002748000133783003
key_F,Children's Music,0.0,0.004549246988211541,0.0030328313254743607
key_F#,Children's Music,0.05018187626579443,0.005133274397205293,0.02014947502006834
key_G,Children's Music,0.0,0.00483719680378159,0.0032247978691877267
key_G#,Children's Music,0.030144889724540734,0.002793802189104385,0.011910831367583169
mode_Major,Children's Music,-0.31688986658180707,0.0079631619841352,0.11093873018335916
mode_Minor,Children's Music,6.615611138904759e-15,0.008849258045575936,0.005899505363719496
time_signature_0/4,Children's Music,0.0,0.0,0.0
time_signature_1/4,Children's Music,0.0,0.0013455193086711194,0.0008970128724474129
time_signature_3/4,Children's Music,-0.03423162216351469,0.0029826375899624554,0.013398965781146535
time_signature_4/4,Children's Music,0.0,0.0016834680345250534,0.0011223120230167024
time_signature_5/4,Children's Music,0.0,0.00161429754442248,0.00107619836294832
artist_name,Rap,0.0,0.9999999999999999,0.6666666666666666
track_name,Rap,0.0,0.8448945580373248,0.5632630386915499
track_id,Rap,0.0,0.7705268253979678,0.5136845502653119
acousticness,Rap,0.0,0.7392394698955123,0.4928263132636748
danceability,Rap,0.0,0.8075619683389414,0.5383746455592943
duration_ms,Rap,0.0,0.754750118124977,0.5031667454166514
energy,Rap,0.0,0.8056365120592096,0.5370910080394731
instrumentalness,Rap,0.0,0.2912715669890345,0.19418104465935634
liveness,Rap,0.0,0.7398741281961891,0.4932494187974594
loudness,Rap,0.0,0.894651396211369,0.5964342641409127
speechiness,Rap,-1.0,0.8150408918581258,0.8766939279054172
tempo,Rap,0.0,0.7432715333328195,0.495514355555213
valence,Rap,0.0,0.7158205676217718,0.4772137117478479
genre_A Capella,Rap,0.0,0.0,0.0
genre_Alternative,Rap,0.0,0.0,0.0
genre_Anime,Rap,0.0,0.0,0.0
genre_Blues,Rap,0.0,0.0,0.0
genre_Children's Music,Rap,0.0,0.0,0.0
genre_Classical,Rap,0.0,0.0,0.0
genre_Comedy,Rap,0.0,0.0,0.0
genre_Country,Rap,0.0,0.0,0.0
genre_Dance,Rap,0.0,0.0,0.0
genre_Electronic,Rap,0.0,0.0,0.0
genre_Folk,Rap,0.0,0.0,0.0
genre_Hip-Hop,Rap,0.0,0.0,0.0
genre_Indie,Rap,0.0,0.0,0.0
genre_Jazz,Rap,0.0,0.0,0.0
genre_Movie,Rap,0.0,0.0,0.0
genre_Opera,Rap,0.0,0.0,0.0
genre_Pop,Rap,0.0,0.0,0.0
genre_R&B,Rap,0.0,0.0,0.0
genre_Rap,Rap,0.0,0.0,0.0
genre_Reggae,Rap,0.0,0.0,0.0
genre_Rock,Rap,0.0,0.0,0.0
genre_Ska,Rap,0.0,0.0,0.0
genre_Soul,Rap,0.0,0.0,0.0
genre_Soundtrack,Rap,0.0,0.0,0.0
genre_World,Rap,0.0,0.0,0.0
key_A,Rap,0.0,0.055832433904990465,0.037221622603326975
key_A#,Rap,0.0,0.05764074414814782,0.03842716276543188
key_B,Rap,0.0,0.05188311612180547,0.034588744081203646
key_C,Rap,0.0,0.05458807511583198,0.03639205007722132
key_C#,Rap,0.0,0.06049256067219408,0.04032837378146272
key_D,Rap,0.0,0.045467080850128724,0.03031138723341915
key_D#,Rap,0.0,0.023233254570661756,0.01548883638044117
key_E,Rap,0.0,0.0409838727785776,0.027322581852385067
key_F,Rap,0.0,0.04735870905073505,0.03157247270049003
key_F#,Rap,0.0,0.048006708144003686,0.032004472096002455
key_G,Rap,0.0,0.04571255161828531,0.030475034412190207
key_G#,Rap,0.0,0.05668536683035079,0.03779024455356719
mode_Major,Rap,0.0,0.05590359637385274,0.03726906424923516
mode_Minor,Rap,0.0,0.06078218723302392,0.04052145815534928
time_signature_0/4,Rap,0.0,6.067385576677047e-07,4.044923717784698e-07
time_signature_1/4,Rap,0.0,0.004575509513635757,0.0030503396757571716
time_signature_3/4,Rap,0.0,0.013622804298280876,0.00908186953218725
time_signature_4/4,Rap,0.0,0.015079775647383402,0.010053183764922268
time_signature_5/4,Rap,0.0,0.016934375968531673,0.011289583979021115
artist_name,Indie,0.0,1.0,0.6666666666666666
track_name,Indie,0.0,0.7700452616174557,0.5133635077449704
track_id,Indie,0.0,0.8373473092196496,0.5582315394797664
acousticness,Indie,0.0,0.8540310904198825,0.5693540602799216
danceability,Indie,1.0,0.8845738228806034,0.9230492152537355
duration_ms,Indie,0.0,0.8133478008741851,0.5422318672494567
energy,Indie,0.0,0.7846751271006347,0.5231167514004231
instrumentalness,Indie,0.0,0.7769607889528263,0.5179738593018842
liveness,Indie,0.0,0.7478994769333016,0.49859965128886774
loudness,Indie,0.0,0.8015778642625494,0.5343852428416996
speechiness,Indie,0.0,0.8158861919567515,0.5439241279711676
tempo,Indie,0.0,0.8671258924917215,0.5780839283278143
valence,Indie,0.0,0.80180847541548,0.5345389836103199
genre_A Capella,Indie,0.0,0.0,0.0
genre_Alternative,Indie,0.0,0.0,0.0
genre_Anime,Indie,0.0,0.0,0.0
genre_Blues,Indie,0.0,0.0,0.0
genre_Children's Music,Indie,0.0,0.0,0.0
genre_Classical,Indie,0.0,0.0,0.0
genre_Comedy,Indie,0.0,0.0,0.0
genre_Country,Indie,0.0,0.0,0.0
genre_Dance,Indie,0.0,0.0,0.0
genre_Electronic,Indie,0.0,0.0,0.0
genre_Folk,Indie,0.0,0.0,0.0
genre_Hip-Hop,Indie,0.0,0.0,0.0
genre_Indie,Indie,0.0,0.0,0.0
genre_Jazz,Indie,0.0,0.0,0.0
genre_Movie,Indie,0.0,0.0,0.0
genre_Opera,Indie,0.0,0.0,0.0
genre_Pop,Indie,0.0,0.0,0.0
genre_R&B,Indie,0.0,0.0,0.0
genre_Rap,Indie,0.0,0.0,0.0
genre_Reggae,Indie,0.0,0.0,0.0
genre_Rock,Indie,0.0,0.0,0.0
genre_Ska,Indie,0.0,0.0,0.0
genre_Soul,Indie,0.0,0.0,0.0
genre_Soundtrack,Indie,0.0,0.0,0.0
genre_World,Indie,0.0,0.0,0.0
key_A,Indie,0.0,0.05504852481196395,0.0366990165413093
key_A#,Indie,0.0,0.04801913482992161,0.03201275655328107
key_B,Indie,0.0,0.05490116449555186,0.03660077633036791
key_C,Indie,0.0,0.05749089977886074,0.03832726651924049
key_C#,Indie,0.0,0.04839114332206005,0.0322607622147067
key_D,Indie,0.0,0.050178641361494,0.033452427574329334
key_D#,Indie,0.0,0.02931029769160353,0.01954019846106902
key_E,Indie,0.0,0.052945646279962615,0.035297097519975076
key_F,Indie,0.0,0.08444287713168346,0.0562952514211223
key_F#,Indie,0.0,0.07218365428905636,0.04812243619270424
key_G,Indie,0.0,0.0616876120249488,0.0411250746832992
key_G#,Indie,0.0,0.040878572633939805,0.02725238175595987
mode_Major,Indie,0.0,0.054642839825196264,0.036428559883464176
mode_Minor,Indie,0.0,0.05112860970145102,0.034085739800967345
time_signature_0/4,Indie,0.0,0.0,0.0
time_signature_1/4,Indie,0.0,0.00735195690070926,0.00490130460047284
time_signature_3/4,Indie,0.0,0.03154510883152109,0.021030072554347395
time_signature_4/4,Indie,0.0,0.03175892310675239,0.021172615404501594
time_signature_5/4,Indie,0.0,0.009783895658520921,0.006522597105680614
artist_name,Classical,-0.13606356459306565,0.9713906529238473,0.69294829014692
track_name,Classical,0.0,0.877357238917875,0.58490482594525
track_id,Classical,0.0,0.38724132321002486,0.2581608821400166
acousticness,Classical,-1.0,0.5812737804300369,0.720849186953358
danceability,Classical,0.0,0.43274924450788005,0.2884994963385867
duration_ms,Classical,0.0,0.7605675095375106,0.5070450063583404
energy,Classical,0.15698401359766384,0.4465870190048106,0.350052683869095
instrumentalness,Classical,0.6752579875923596,1.0,0.8917526625307866
liveness,Classical,-0.8596607877876877,0.8500887294009615,0.8532794155298702
loudness,Classical,0.0,0.9729812863427196,0.6486541908951464
speechiness,Classical,-0.3014838133525225,0.5086454554104882,0.4395915747244996
tempo,Classical,0.0,0.4430324975158458,0.29535499834389717
valence,Classical,-0.04843171348635141,0.48293689889719843,0.3381018370935827
genre_A Capella,Classical,0.0,0.0,0.0
genre_Alternative,Classical,0.0,0.0,0.0
genre_Anime,Classical,0.0,0.0,0.0
genre_Blues,Classical,0.0,0.0,0.0
genre_Children's Music,Classical,0.0,0.0,0.0
genre_Classical,Classical,0.0,0.0,0.0
genre_Comedy,Classical,0.0,0.0,0.0
genre_Country,Classical,0.0,0.0,0.0
genre_Dance,Classical,0.0,0.0,0.0
genre_Electronic,Classical,0.0,0.0,0.0
genre_Folk,Classical,0.0,0.0,0.0
genre_Hip-Hop,Classical,0.0,0.0,0.0
genre_Indie,Classical,0.0,0.0,0.0
genre_Jazz,Classical,0.0,0.0,0.0
genre_Movie,Classical,0.0,0.0,0.0
genre_Opera,Classical,0.0,0.0,0.0
genre_Pop,Classical,0.0,0.0,0.0
genre_R&B,Classical,0.0,0.0,0.0
genre_Rap,Classical,0.0,0.0,0.0
genre_Reggae,Classical,0.0,0.0,0.0
genre_Rock,Classical,0.0,0.0,0.0
genre_Ska,Classical,0.0,0.0,0.0
genre_Soul,Classical,0.0,0.0,0.0
genre_Soundtrack,Classical,0.0,0.0,0.0
genre_World,Classical,0.0,0.0,0.0
key_A,Classical,0.0,0.02489218018661095,0.016594786791073967
key_A#,Classical,0.0,0.04075099108550995,0.027167327390339963
key_B,Classical,0.0,0.027884067639861572,0.01858937842657438
key_C,Classical,0.0,0.03874253563871577,0.02582835709247718
key_C#,Classical,0.0,0.027867434758279103,0.018578289838852735
key_D,Classical,0.0,0.0342794197321305,0.022852946488087
key_D#,Classical,0.0,0.05582756988644537,0.03721837992429691
key_E,Classical,0.0,0.02855527041324279,0.019036846942161862
key_F,Classical,0.0,0.03038098820800211,0.020253992138668072
key_F#,Classical,0.0,0.04147472026384583,0.027649813509230552
key_G,Classical,0.0,0.04725037731470039,0.031500251543133594
key_G#,Classical,0.0,0.028549530449049967,0.019033020299366644
mode_Major,Classical,0.0,0.02890210342025681,0.019268068946837875
mode_Minor,Classical,0.0,0.027032055012804063,0.018021370008536042
time_signature_0/4,Classical,0.0,0.0,0.0
time_signature_1/4,Classical,0.0,0.01763989119101662,0.011759927460677748
time_signature_3/4,Classical,0.0,0.03072818989600717,0.020485459930671447
time_signature_4/4,Classical,0.0,0.03037608770017475,0.020250725133449835
time_signature_5/4,Classical,0.0,0.01747906010312645,0.011652706735417634
artist_name,Pop,0.0,0.941762252692151,0.6278415017947673
